tds,turbidity,pH,mq4,temperature,humidity,rain,oxygen_level
127.51,5.2,5.64,51.57,30.22,83.06,95.39,Low
486.55,11.07,7.76,64.35,37.88,78.69,97.16,Low
708.7,11.77,5.6,24.83,22.6,72.28,95.7,Low
671.12,1.07,5.67,73.94,25.27,65.22,86.39,Low
729.93,7.98,8.02,15.04,31.86,87.2,56.41,Low
633.98,1.89,5.03,12.79,36.96,34.45,13.14,Low
488.08,12.53,6.53,47.98,30.42,73.53,12.68,Low
560.69,5.69,7.51,45.71,17.12,80.16,94.06,Low
648.36,14.88,6.07,96.91,26.29,61.55,88.6,Low
611.44,8.02,5.26,92.54,21.07,40.2,48.37,Low
229.3,18.02,8.89,14.58,12.41,30.88,52.83,Low
422.68,3.56,7.45,2.5,28.51,75.5,89.38,High
619.77,13.47,6.57,31.7,32.24,49.64,96.32,Low
497.71,3.65,7.7,2.09,36.44,54.65,67.86,High
675.46,13.55,6.78,41.51,29.69,83.69,89.88,Low
488.59,14.93,5.15,43.47,39.98,46.18,78.89,Low
498.81,1.6,6.04,37.09,24.7,31.03,1.78,Low
602.4,12.96,8.74,58.07,17.09,83.68,43.4,Low
245.24,8.68,6.01,9.03,36.08,81.27,85.77,Low
298.43,8.84,7.31,12.69,18.62,85.75,10.49,High
290.5,13.99,8.26,8.75,15.72,52.26,78.86,Low
385.12,11.45,5.47,85.35,20.76,36.9,11.64,Low
752.49,0.93,5.15,45.98,12.36,30.77,54.59,Low
600.84,2.86,5.8,75.71,39.73,47.34,80.34,Low
588.16,4.72,8.86,56.34,32.35,36.67,23.72,Low
740.89,9.99,6.88,44.51,37.46,80.37,3.89,Low
424.73,19.32,5.97,57.0,35.41,66.45,38.02,Low
221.36,15.65,8.69,59.27,17.76,82.89,35.03,Low
170.72,16.2,5.72,53.1,37.61,36.32,59.03,Low
292.19,2.11,7.07,27.59,14.6,58.98,14.38,High
501.98,11.42,5.28,19.81,28.32,37.87,38.89,Low
263.39,5.48,6.78,35.26,37.45,37.2,30.98,High
787.16,17.27,6.1,77.23,22.57,80.04,57.22,Low
788.21,0.52,8.44,94.78,18.67,58.43,79.8,Low
407.72,0.36,7.97,33.61,17.95,79.28,27.92,High
190.49,18.23,8.85,81.15,23.7,58.98,13.95,Low
531.68,2.31,6.75,45.59,11.95,46.1,45.2,Low
345.23,13.72,5.59,65.5,25.08,73.6,6.45,Low
291.79,9.01,5.37,66.24,17.6,44.54,15.08,Low
433.14,0.89,8.11,38.67,20.03,77.93,47.6,High
88.24,2.73,5.02,44.46,33.2,84.05,24.05,Low
521.78,7.23,5.44,19.86,22.88,54.12,46.96,Low
736.39,3.26,6.08,68.53,24.22,46.51,51.19,Low
185.01,7.39,6.56,41.97,35.59,44.18,69.34,High
711.7,6.06,7.63,42.48,31.16,41.14,81.92,Low
240.93,1.35,6.27,58.64,34.2,74.12,44.48,Low
74.21,13.83,8.9,47.22,32.81,56.37,87.7,Low
225.74,12.42,8.64,18.99,18.15,30.75,72.6,Low
140.25,1.82,5.92,75.53,21.47,51.21,74.63,Low
731.86,11.83,8.22,75.05,17.01,46.28,6.04,Low
550.57,18.69,5.78,24.32,10.93,32.97,14.38,Low
596.93,17.92,7.65,91.5,22.44,86.24,42.91,Low
743.85,12.11,8.54,42.52,16.71,32.46,78.74,Low
781.6,13.73,8.51,18.82,37.02,80.98,42.19,Low
656.75,10.47,7.47,6.78,16.53,32.9,8.47,Low
390.55,8.1,5.6,81.5,18.34,57.81,64.6,Low
91.75,14.16,8.87,4.45,22.51,46.54,36.91,Low
122.03,10.07,7.62,17.39,39.82,43.91,19.22,Low
740.17,2.62,6.46,57.39,10.6,85.84,26.16,Low
352.98,18.27,8.42,55.81,34.22,61.3,10.11,Low
267.3,13.71,8.88,4.76,28.91,67.46,41.44,Low
163.52,1.5,6.43,96.86,30.44,62.97,98.19,Low
344.0,12.41,6.4,78.02,31.15,68.9,18.47,Low
603.82,7.25,7.76,72.12,27.99,67.66,63.81,Low
406.02,15.14,6.71,41.59,26.26,30.57,81.24,Low
402.06,4.44,6.68,44.4,23.2,32.71,60.93,High
537.36,8.39,6.49,85.73,30.61,86.47,33.47,Low
701.81,10.11,7.19,48.64,29.81,69.92,71.5,Low
299.19,7.64,5.05,40.73,21.31,37.84,5.54,Low
339.46,16.12,6.43,37.75,18.2,53.0,21.48,Low
433.25,12.74,5.14,26.03,39.75,72.07,16.98,Low
50.21,1.54,6.43,27.21,27.41,31.95,73.89,Low
237.14,10.68,8.17,44.2,22.21,47.97,49.96,Low
187.93,7.59,8.52,5.34,12.63,32.78,87.23,Low
588.08,10.36,5.26,51.61,19.04,69.16,99.91,Low
790.12,2.65,7.32,42.52,17.75,46.83,5.03,Low
357.93,9.95,5.28,92.52,14.61,41.07,47.05,Low
422.62,11.08,7.53,87.82,30.39,80.43,16.88,Low
572.6,14.01,6.19,11.11,19.35,69.6,61.42,Low
193.37,2.76,7.5,13.33,31.77,79.75,83.74,High
147.64,3.2,5.14,25.48,21.76,77.61,61.76,Low
130.77,1.11,5.3,42.94,22.03,68.23,91.08,Low
80.25,3.2,6.75,97.3,16.9,71.01,93.57,Low
269.57,14.12,8.2,32.93,22.58,40.77,57.23,Low
255.41,7.17,8.03,39.17,20.02,73.02,21.55,High
100.21,9.37,6.04,98.73,38.49,48.26,80.67,Low
147.74,11.0,5.06,24.42,34.57,64.68,0.24,Low
104.05,8.08,8.46,58.97,36.5,44.52,75.11,Low
723.24,2.6,7.31,19.32,25.41,59.88,59.65,Low
604.47,0.52,7.31,88.64,37.7,41.16,8.22,Low
785.33,9.55,6.75,0.47,30.92,61.56,73.56,Low
598.6,9.64,8.58,43.32,24.37,40.92,19.74,Low
434.78,12.67,8.8,60.77,29.25,69.59,0.19,Low
67.69,0.11,7.32,96.8,28.74,77.06,84.67,Low
149.9,3.9,7.59,40.65,26.01,80.28,56.4,High
516.56,16.87,7.26,71.6,12.4,88.71,96.0,Low
384.11,18.54,5.38,43.16,14.43,85.62,65.83,Low
463.39,17.98,7.78,69.5,17.28,89.14,71.72,Low
538.06,1.84,8.13,95.9,14.63,76.47,96.08,Low
89.49,8.41,8.62,25.52,36.29,36.57,78.78,Low
776.32,5.01,6.22,83.8,24.04,60.15,15.53,Low
231.48,16.97,6.59,88.64,36.64,87.27,83.44,Low
496.2,19.97,5.64,85.55,27.36,47.67,16.38,Low
564.47,19.2,5.87,52.17,27.01,35.71,52.04,Low
572.28,7.08,5.49,89.72,28.18,56.86,75.8,Low
469.12,2.92,7.18,3.95,39.31,72.43,34.27,High
551.0,6.96,6.63,80.84,33.47,48.59,98.69,Low
691.74,9.56,5.05,32.89,28.22,33.06,14.38,Low
626.32,10.84,7.67,22.87,27.9,60.61,15.2,Low
719.0,3.5,5.7,72.81,12.42,52.36,10.64,Low
504.13,3.56,8.93,48.51,39.86,70.56,67.39,Low
232.61,13.21,5.67,73.22,31.32,67.29,30.8,Low
468.05,19.21,7.3,91.96,11.83,38.7,61.48,Low
448.09,17.5,6.33,86.08,16.5,38.76,23.72,Low
465.79,11.53,5.88,41.28,24.18,80.26,98.14,Low
673.82,18.82,6.05,43.45,27.01,37.21,85.61,Low
472.43,14.74,7.36,58.54,11.73,61.13,73.42,Low
393.0,6.57,8.31,81.66,30.39,37.97,86.12,Low
562.45,6.23,8.27,76.71,19.11,81.63,92.08,Low
625.73,9.03,8.49,47.35,35.01,38.49,94.79,Low
552.72,8.46,6.18,74.21,26.9,38.51,34.73,Low
328.84,4.24,5.88,64.25,21.65,72.49,81.09,Low
703.81,12.64,7.59,96.85,36.18,56.2,91.47,Low
247.11,5.28,7.46,58.64,27.58,82.26,63.9,Low
766.94,2.08,7.85,93.84,30.27,68.2,46.17,Low
99.36,4.7,8.66,80.78,14.42,85.28,34.68,Low
506.96,1.91,6.04,21.36,37.03,67.36,52.51,Low
594.94,16.4,6.55,18.0,38.17,63.61,29.16,Low
690.25,16.24,8.78,91.18,11.62,57.52,16.8,Low
259.92,6.81,7.46,41.52,14.35,56.95,83.15,High
504.23,2.76,5.54,4.66,12.24,75.78,46.28,Low
726.13,5.44,8.33,34.45,13.56,32.05,4.11,Low
231.53,14.55,7.75,20.0,18.82,47.0,6.45,Low
717.32,3.31,6.79,36.72,16.8,46.31,34.05,Low
691.18,0.29,7.03,36.3,29.17,71.48,60.24,Low
576.74,16.06,5.73,51.5,24.89,78.04,91.5,Low
771.79,10.21,8.23,25.03,30.17,61.32,78.82,Low
679.24,8.83,7.4,4.06,36.89,37.72,32.06,Low
299.23,6.15,5.38,35.91,34.35,54.83,40.3,Low
681.46,11.2,5.36,37.85,15.41,45.67,9.62,Low
621.77,10.86,7.92,87.44,26.8,86.54,23.27,Low
483.35,17.67,6.09,96.11,15.56,71.49,53.07,Low
677.17,8.09,5.74,43.64,26.3,60.48,50.53,Low
120.41,15.32,5.13,17.97,13.73,87.81,70.11,Low
701.38,15.15,7.43,92.02,10.62,32.11,31.51,Low
108.49,4.44,8.03,92.46,37.98,39.26,41.83,Low
444.08,0.92,6.71,27.01,29.32,54.13,82.63,High
242.06,19.84,8.84,58.06,19.69,35.53,20.78,Low
702.62,17.61,5.8,42.92,39.19,47.03,3.2,Low
769.2,2.39,8.97,10.17,13.42,71.09,18.23,Low
120.71,8.99,5.16,22.89,12.36,58.49,63.39,Low
570.32,0.35,7.21,7.98,12.48,78.36,55.87,Low
210.35,7.75,7.14,33.53,33.53,48.96,94.68,High
661.37,16.88,5.38,1.24,22.26,63.15,36.88,Low
321.78,13.92,7.03,9.42,29.51,54.2,26.75,Low
126.26,7.33,5.17,94.34,36.05,84.94,89.11,Low
91.41,5.37,8.38,94.53,20.03,74.43,38.01,Low
428.61,19.1,6.66,87.19,10.08,86.98,55.92,Low
284.47,7.13,7.96,6.07,11.94,87.32,20.34,High
58.36,16.0,6.21,62.33,18.55,42.6,2.87,Low
69.78,7.76,6.14,99.87,10.12,85.71,42.24,Low
82.32,5.44,7.27,26.21,30.15,77.87,43.35,High
311.95,15.98,8.54,97.73,24.66,78.67,72.26,Low
194.45,2.97,7.98,10.77,13.89,64.95,36.06,High
282.85,5.5,8.92,75.28,12.63,33.57,70.63,Low
145.22,12.09,7.39,15.42,37.19,86.54,40.58,Low
355.68,15.61,5.16,93.99,28.77,48.72,4.29,Low
448.76,9.09,8.05,66.44,32.09,70.87,10.37,Low
636.89,19.98,7.21,32.0,14.02,47.22,61.44,Low
382.01,4.91,6.57,23.22,20.73,88.62,19.29,High
137.01,6.11,8.15,24.74,36.29,66.61,80.51,High
591.46,16.29,8.91,37.98,13.93,55.62,92.49,Low
523.15,2.0,5.59,18.97,12.86,63.5,90.21,Low
571.14,11.78,8.71,8.18,20.9,45.39,89.79,Low
486.34,3.7,6.35,43.25,19.55,41.69,83.59,Low
649.73,1.71,6.81,9.24,38.88,36.48,42.96,Low
423.65,6.0,7.54,44.75,29.83,84.92,11.13,High
577.39,12.21,5.58,33.21,30.33,88.4,17.57,Low
398.7,16.41,7.01,82.22,22.58,50.71,78.1,Low
135.92,12.07,5.65,96.11,36.57,41.94,78.1,Low
402.22,14.17,6.61,98.71,29.11,62.99,47.01,Low
750.52,18.17,6.6,15.41,11.19,80.61,53.78,Low
91.75,9.95,7.16,31.85,21.35,80.43,38.25,High
111.73,1.04,8.41,24.55,19.46,32.63,47.41,High
708.91,10.53,7.33,87.67,27.0,77.66,11.57,Low
533.62,9.85,5.18,25.42,30.55,73.39,47.67,Low
715.42,13.58,8.64,28.1,11.48,75.6,29.89,Low
440.88,0.44,6.95,5.35,11.37,85.99,13.37,High
518.94,9.13,7.75,19.32,34.4,70.5,85.64,Low
449.64,1.16,8.19,94.02,13.14,81.51,72.46,Low
480.55,13.84,7.28,61.59,27.52,37.15,34.79,Low
446.65,13.45,6.65,84.88,13.54,52.68,88.69,Low
506.4,1.3,6.06,64.66,14.85,80.36,92.49,Low
401.99,15.83,5.01,8.13,16.33,45.45,96.02,Low
663.12,10.7,8.79,99.49,20.15,52.33,29.7,Low
723.01,8.18,6.65,2.59,32.81,78.8,69.86,Low
298.17,5.22,7.15,26.23,27.33,78.26,78.32,High
356.65,18.06,5.16,11.91,12.09,85.61,44.36,Low
257.76,17.66,7.61,65.74,14.42,86.23,89.78,Low
756.09,9.83,5.87,34.72,20.23,67.69,80.52,Low
108.84,19.68,6.56,68.08,17.86,73.99,35.14,Low
537.12,0.69,7.39,73.72,23.71,56.0,7.92,Low
231.95,4.91,6.51,97.85,20.45,87.2,90.47,Low
592.47,7.33,6.24,28.38,32.36,62.03,94.4,Low
111.3,14.09,6.4,89.19,32.97,31.82,60.33,Low
153.21,15.2,6.82,11.03,27.55,87.78,18.69,Low
434.33,4.81,8.73,69.59,25.08,53.89,88.45,Low
356.04,7.09,7.73,65.45,23.13,84.5,73.8,Low
361.14,18.9,6.73,52.59,24.03,43.74,37.17,Low
270.16,15.32,6.98,58.88,33.85,64.68,33.94,Low
432.86,11.2,6.24,50.91,35.47,59.59,57.61,Low
356.87,1.02,6.28,91.91,23.76,87.19,98.45,Low
306.21,8.09,8.91,53.3,27.97,68.26,76.9,Low
750.08,9.69,5.76,25.34,22.19,64.38,36.37,Low
699.74,0.66,8.26,68.35,33.77,82.19,52.45,Low
195.85,3.02,8.95,89.26,14.37,51.99,5.16,Low
573.46,5.32,6.92,83.97,34.19,75.55,63.64,Low
523.41,18.58,7.22,44.79,21.92,76.99,67.56,Low
164.78,2.75,7.01,43.83,34.72,49.42,12.96,High
759.74,5.46,7.81,46.97,22.06,58.19,79.11,Low
91.72,5.38,7.1,69.77,27.77,54.57,68.93,Low
69.07,15.47,5.33,46.19,33.52,44.08,74.04,Low
594.47,11.88,6.93,20.69,31.27,45.98,83.72,Low
601.64,16.06,8.9,64.27,10.87,37.45,7.89,Low
741.51,2.14,5.78,26.98,34.33,76.11,42.73,Low
449.79,19.39,8.44,22.04,25.51,67.56,91.94,Low
376.27,7.72,6.68,68.09,39.11,33.12,94.67,Low
663.65,10.8,7.34,1.0,36.64,76.9,59.01,Low
525.27,14.01,7.05,78.36,29.41,31.98,4.58,Low
742.13,8.76,5.44,46.8,16.9,82.84,87.71,Low
467.79,7.98,7.74,82.5,30.59,69.14,36.48,Low
459.51,6.75,7.31,19.12,11.65,73.89,18.31,High
586.83,17.22,5.97,81.51,12.38,55.15,24.93,Low
716.54,6.39,7.17,17.29,35.35,81.74,32.23,Low
758.01,14.99,5.28,90.98,11.39,37.22,74.28,Low
143.37,12.38,6.99,5.68,21.18,65.28,37.53,Low
284.35,11.07,8.98,58.22,29.43,83.03,76.53,Low
384.39,8.02,6.13,37.76,13.76,46.33,38.38,Low
601.82,16.56,7.06,34.84,35.16,51.75,59.44,Low
704.69,14.64,6.38,48.17,28.88,36.72,18.51,Low
160.44,7.68,6.65,20.23,29.05,61.33,83.01,High
123.1,12.29,7.37,64.65,24.11,56.87,10.54,Low
416.34,13.56,7.8,1.96,20.85,69.86,31.17,Low
601.77,19.13,5.24,16.89,26.32,56.73,18.27,Low
707.04,10.15,5.19,33.08,30.27,50.42,53.71,Low
110.52,9.75,7.1,89.93,13.51,81.05,25.73,Low
574.98,19.18,8.55,82.01,32.4,44.22,90.55,Low
400.2,8.72,8.99,94.54,19.49,83.25,26.56,Low
707.62,17.83,7.8,53.39,32.62,89.32,87.21,Low
446.82,11.14,6.42,46.55,33.83,51.23,81.98,Low
349.87,4.71,6.93,73.14,28.69,54.94,94.43,Low
267.77,0.59,6.13,30.13,31.36,56.7,45.54,Low
535.14,7.39,5.61,16.06,12.01,79.04,40.18,Low
186.41,11.43,5.31,8.31,22.98,55.46,0.14,Low
170.25,15.06,8.13,34.49,37.85,60.61,71.96,Low
152.86,9.69,7.82,34.61,18.96,85.33,35.92,High
377.87,9.37,5.38,91.44,14.44,81.85,52.34,Low
260.9,6.21,6.97,50.55,18.48,88.69,17.39,Low
317.29,4.59,7.02,59.17,35.94,77.75,57.66,Low
483.14,5.17,8.19,46.83,20.3,57.21,99.91,High
50.78,14.0,6.67,21.6,34.27,86.4,77.63,Low
286.54,12.23,5.29,8.92,37.41,58.34,31.41,Low
510.45,7.3,6.21,0.01,38.88,60.59,14.62,Low
319.88,13.63,8.47,66.94,33.47,67.0,94.14,Low
391.86,10.17,7.78,41.92,14.95,48.25,0.82,Low
782.57,18.85,6.77,67.99,24.6,72.77,72.24,Low
466.59,14.15,6.82,45.91,21.52,43.86,38.33,Low
483.05,5.22,7.37,53.88,37.67,89.23,70.99,Low
624.42,9.83,8.21,17.09,26.16,33.85,82.87,Low
701.93,2.97,7.66,73.65,11.2,68.41,44.14,Low
267.71,14.86,8.76,37.06,14.48,31.72,2.75,Low
639.15,4.71,5.96,81.46,10.08,69.63,97.19,Low
367.28,13.5,7.26,34.19,39.83,51.54,29.41,Low
296.72,8.33,8.42,7.96,20.31,34.06,82.6,High
615.22,18.25,8.92,98.21,38.13,81.39,29.74,Low
700.65,6.03,7.57,69.41,13.96,69.48,34.71,Low
641.67,7.93,7.61,72.9,12.92,71.49,13.46,Low
447.98,13.08,6.73,66.51,39.99,57.4,9.87,Low
222.78,0.04,8.07,82.98,23.43,88.51,83.5,Low
111.87,7.45,5.84,9.75,37.82,80.52,9.25,Low
123.59,17.68,7.81,15.93,22.84,52.3,72.66,Low
442.75,4.28,6.93,37.01,12.62,58.83,43.17,High
128.84,10.39,5.73,18.03,26.04,40.12,38.07,Low
330.4,12.41,5.11,3.91,39.96,59.63,3.52,Low
221.87,8.4,7.98,85.9,10.33,77.52,33.73,Low
402.21,12.39,5.55,81.18,34.56,76.39,12.39,Low
254.25,0.14,5.68,90.64,11.75,44.06,99.25,Low
393.47,16.27,7.19,31.85,35.58,75.48,24.61,Low
375.81,11.84,7.14,12.13,26.91,39.12,40.4,Low
237.71,9.08,8.61,40.96,39.84,81.5,50.22,Low
288.01,11.94,8.35,93.33,18.48,53.71,14.48,Low
413.99,7.14,8.92,0.49,13.84,71.21,26.27,Low
468.27,18.46,7.36,79.47,29.65,71.63,34.62,Low
384.38,19.56,7.54,19.4,19.37,60.69,78.93,Low
566.53,10.56,7.21,98.45,36.92,32.92,82.36,Low
166.52,16.05,8.13,72.72,33.52,72.55,18.66,Low
375.7,12.93,8.48,81.12,10.82,64.8,50.25,Low
184.81,13.7,6.1,59.16,28.25,53.53,96.62,Low
509.56,0.08,7.04,52.4,31.71,33.32,63.44,Low
701.4,15.17,8.6,54.79,24.02,81.32,95.52,Low
364.55,3.27,7.39,1.59,22.02,62.05,22.88,High
314.93,12.63,7.41,3.91,19.33,64.31,82.56,Low
77.18,18.92,8.25,95.73,34.59,83.9,89.87,Low
577.05,2.13,6.6,6.29,33.76,70.18,29.43,Low
322.62,5.71,8.61,68.24,22.01,57.44,12.2,Low
323.11,15.53,7.56,41.61,37.31,58.36,78.86,Low
427.21,8.83,7.45,13.11,34.61,70.27,79.48,High
242.17,12.97,7.43,59.35,37.47,81.35,4.46,Low
578.69,13.52,5.06,73.3,22.21,41.41,35.97,Low
636.25,10.34,7.45,22.88,12.13,81.24,77.85,Low
413.34,12.4,6.06,97.08,39.92,56.53,90.08,Low
677.27,19.33,8.84,20.09,33.47,57.74,37.01,Low
777.09,16.46,5.51,6.03,28.53,62.6,86.21,Low
513.96,18.02,7.57,57.77,17.29,32.64,98.36,Low
220.68,12.57,5.87,73.04,19.68,40.27,8.96,Low
342.35,6.44,7.52,31.63,39.34,88.69,46.41,High
254.29,7.71,7.9,69.51,23.17,80.65,71.89,Low
258.23,2.6,8.71,99.83,33.22,57.94,88.3,Low
87.16,1.34,6.45,53.5,38.36,65.28,71.36,Low
768.57,9.63,7.07,82.79,17.86,61.44,50.36,Low
87.42,9.03,8.24,21.72,30.56,79.25,74.74,High
244.73,1.46,5.75,80.97,28.74,63.47,54.16,Low
640.22,2.81,5.47,2.7,28.69,73.51,17.36,Low
785.38,2.71,6.79,4.69,39.67,50.34,90.47,Low
518.02,8.67,5.82,46.99,25.7,46.01,31.03,Low
551.81,0.28,6.5,57.04,28.64,46.07,25.31,Low
204.47,14.9,5.29,81.68,10.28,53.9,54.03,Low
174.47,4.24,5.97,13.78,37.55,74.19,11.83,Low
552.95,17.47,6.39,94.11,36.72,78.27,35.49,Low
565.95,8.29,8.4,5.42,18.53,57.37,89.2,Low
736.25,19.91,7.09,3.22,11.29,42.8,80.81,Low
190.6,7.86,5.19,55.13,35.52,70.46,43.51,Low
214.49,8.58,5.97,71.88,18.09,65.76,26.56,Low
329.78,12.05,8.25,8.33,33.38,32.64,86.18,Low
360.9,5.57,5.1,53.8,27.96,53.73,17.54,Low
121.15,8.65,5.72,10.57,18.34,64.33,29.78,Low
230.41,13.34,8.76,6.09,14.95,44.99,31.32,Low
423.96,0.85,5.31,38.97,32.74,40.82,73.21,Low
313.14,3.44,8.18,18.18,28.68,89.54,99.62,High
587.42,3.74,8.71,86.85,12.19,53.47,40.53,Low
372.18,3.11,6.02,96.29,32.25,76.59,76.18,Low
668.56,3.21,5.51,0.43,37.71,81.22,84.59,Low
570.13,0.6,5.0,58.58,23.34,45.53,67.36,Low
91.41,19.49,7.09,49.18,13.27,62.35,91.32,Low
683.13,9.86,7.99,9.22,25.56,85.85,67.05,Low
299.61,13.12,7.49,98.07,15.34,35.71,89.91,Low
168.57,1.66,6.1,39.24,33.71,63.51,3.11,Low
160.75,9.15,6.68,26.92,34.38,72.75,98.73,High
137.87,14.64,5.19,91.59,24.69,33.28,80.07,Low
283.24,18.7,5.11,26.24,30.89,80.32,1.93,Low
308.84,7.57,7.28,1.54,23.11,67.52,29.93,High
197.21,5.62,7.2,60.25,37.9,89.68,49.31,Low
793.48,5.07,5.84,59.28,19.95,38.55,3.54,Low
407.44,4.14,6.03,16.6,28.07,77.46,53.11,Low
240.56,15.57,7.55,87.02,14.16,56.48,0.04,Low
550.05,2.71,8.58,51.72,30.42,63.24,4.13,Low
232.17,14.33,8.14,28.92,33.13,83.61,89.67,Low
558.45,18.74,6.83,82.29,27.1,73.2,83.99,Low
256.27,13.57,6.42,64.86,28.96,57.83,72.51,Low
309.84,11.37,8.72,31.45,16.04,73.12,15.55,Low
610.35,6.52,8.89,51.07,39.59,77.13,99.23,Low
738.16,11.47,8.47,64.84,34.08,58.57,89.04,Low
444.69,9.5,8.46,11.16,27.28,71.2,25.32,High
52.27,18.38,7.45,44.56,34.29,69.37,3.64,Low
602.3,5.06,5.5,70.87,23.44,83.11,84.44,Low
577.4,14.95,5.77,78.77,33.54,80.84,91.53,Low
321.68,18.87,6.55,45.11,26.61,84.58,11.8,Low
281.9,5.64,6.52,31.16,38.68,70.32,31.71,High
374.34,15.69,8.79,45.95,36.48,37.27,32.78,Low
769.19,14.56,8.41,67.36,14.83,88.81,93.36,Low
454.11,1.15,6.18,15.86,39.81,50.41,30.13,Low
737.99,12.34,6.76,79.48,27.97,54.92,3.82,Low
777.21,7.01,7.08,82.15,22.94,65.88,29.11,Low
493.3,16.91,6.24,99.65,33.69,38.02,12.37,Low
526.32,3.47,7.08,33.36,33.68,65.49,60.42,Low
98.57,4.05,5.32,64.37,31.75,55.36,62.86,Low
510.36,10.72,6.59,79.82,34.33,70.9,11.9,Low
112.02,1.48,6.25,96.66,28.24,70.8,84.65,Low
678.48,3.04,6.62,68.12,11.85,59.52,33.49,Low
182.6,19.86,5.12,80.58,36.67,64.98,98.75,Low
582.14,3.96,5.33,7.97,13.14,76.69,32.33,Low
700.49,19.37,5.88,60.43,32.76,40.09,57.48,Low
330.74,0.55,6.05,27.22,28.4,87.22,30.63,Low
160.18,2.46,8.25,76.32,21.14,54.46,33.01,Low
613.18,14.72,6.11,70.76,24.7,46.7,28.58,Low
589.06,13.63,6.74,20.26,38.51,47.81,11.41,Low
788.5,6.27,8.83,98.58,23.71,57.06,93.06,Low
487.49,17.49,6.36,57.41,12.98,53.32,25.32,Low
791.9,0.52,7.94,76.11,39.45,85.96,87.76,Low
480.77,5.83,8.14,47.72,29.02,78.92,39.45,High
183.63,16.36,6.48,34.65,30.97,60.58,68.59,Low
669.3,2.71,7.22,14.82,17.1,33.21,85.66,Low
559.97,6.18,5.77,89.28,25.67,57.56,35.57,Low
248.69,8.51,8.91,73.66,31.4,68.66,23.75,Low
113.64,7.09,5.09,33.66,36.23,55.99,7.03,Low
366.3,12.88,8.5,36.94,19.21,37.32,74.71,Low
394.91,13.06,6.49,36.49,18.7,60.25,5.75,Low
660.47,19.83,5.49,21.51,30.21,75.72,81.88,Low
669.86,10.54,6.34,22.76,32.67,53.83,11.68,Low
528.57,2.05,5.75,32.97,26.0,39.49,16.35,Low
180.02,2.62,8.02,88.51,16.19,71.5,7.0,Low
270.08,16.89,8.51,4.89,27.05,85.3,1.38,Low
63.87,15.2,8.95,9.88,20.87,47.37,50.24,Low
319.61,12.49,6.14,38.95,22.92,31.23,49.55,Low
201.67,16.11,7.15,46.45,13.27,67.91,62.58,Low
476.84,15.61,8.02,82.06,11.75,87.44,23.19,Low
610.75,0.12,5.05,61.21,39.4,38.88,93.72,Low
342.2,15.76,7.79,20.2,20.96,87.02,99.08,Low
491.29,14.94,5.41,0.37,32.34,75.38,30.61,Low
400.76,10.99,7.59,12.54,29.17,69.88,93.86,Low
78.37,13.91,7.54,40.75,15.45,56.14,2.23,Low
95.25,17.11,6.16,36.63,25.34,43.04,76.67,Low
171.09,13.71,8.35,41.78,34.73,64.14,84.38,Low
627.67,7.48,8.23,45.41,16.44,76.85,5.79,Low
455.56,5.83,5.39,29.62,24.38,62.76,52.96,Low
256.32,10.11,5.14,21.03,28.91,62.53,99.4,Low
798.53,0.16,8.68,97.54,26.46,51.8,43.95,Low
172.17,17.08,7.17,77.79,14.22,58.26,51.81,Low
596.08,16.27,5.24,1.05,29.98,48.54,43.41,Low
296.08,8.36,7.82,83.53,35.64,61.77,75.14,Low
483.33,15.94,8.58,63.73,32.58,64.63,54.09,Low
67.68,18.82,6.3,60.74,16.43,51.87,13.77,Low
282.97,4.34,5.93,28.32,20.52,73.02,86.32,Low
786.32,8.98,8.78,82.0,26.67,88.93,34.45,Low
659.25,9.32,6.89,70.62,12.19,41.47,47.56,Low
567.34,7.85,6.0,71.33,35.36,73.2,34.28,Low
263.19,17.74,8.05,12.34,29.01,35.73,64.45,Low
359.44,12.98,5.39,48.21,18.64,48.42,6.0,Low
286.04,7.33,5.82,82.69,17.15,80.18,48.57,Low
161.15,6.28,6.24,25.84,23.15,61.34,7.46,Low
89.41,19.53,6.35,57.66,21.92,30.75,99.62,Low
775.35,16.29,8.61,7.52,10.42,88.79,19.81,Low
525.25,10.95,6.5,75.46,27.44,51.42,94.84,Low
99.32,1.76,8.06,41.0,24.77,71.76,20.66,High
293.05,7.33,6.03,9.03,28.55,76.44,32.05,Low
791.06,17.74,7.84,14.75,21.78,71.14,34.55,Low
53.82,16.33,6.1,20.09,34.57,73.03,38.41,Low
600.88,16.24,7.77,38.09,37.71,69.0,40.35,Low
237.42,15.59,8.58,45.64,23.44,63.6,64.52,Low
116.94,10.79,8.99,3.72,37.77,57.92,30.54,Low
681.44,10.27,8.28,84.8,36.14,72.94,33.6,Low
510.3,11.01,5.16,89.19,27.82,75.63,56.43,Low
544.3,1.48,6.13,38.33,37.49,57.51,31.41,Low
252.38,4.44,8.87,59.55,18.4,40.28,4.95,Low
195.6,4.63,6.9,74.9,11.48,61.21,34.65,Low
534.94,9.88,6.85,55.4,14.04,63.97,84.58,Low
301.3,3.38,5.76,64.0,10.73,84.15,94.84,Low
302.19,16.4,6.19,25.32,23.96,81.06,45.72,Low
135.44,2.24,6.53,31.05,21.83,51.09,60.7,High
596.79,14.28,7.5,34.74,25.82,36.22,92.35,Low
582.21,18.74,6.35,14.04,13.51,61.72,67.01,Low
280.54,19.29,8.37,72.32,14.37,81.84,24.81,Low
